flight_id,flight_number,aircraft_id,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_minutes,flight_status
F000032,SKY110,AC005,AID005,AID001,2023-01-05 10:45:00,2023-01-05 19:45:00,2023-01-05 10:45:00,2023-01-05 19:45:00,0,On-Time
F000033,SKY384,AC018,AID005,AID013,2023-01-05 20:04:00,2023-01-06 02:04:00,2023-01-05 20:04:00,2023-01-06 02:04:00,0,On-Time
F000034,SKY347,AC011,AID014,AID015,2023-01-05 13:08:00,2023-01-06 00:08:00,2023-01-05 13:08:00,2023-01-06 00:08:00,0,On-Time
F000035,SKY882,AC017,AID014,AID015,2023-01-05 16:54:00,2023-01-05 19:54:00,2023-01-05 16:54:00,2023-01-05 19:54:00,0,On-Time
F000036,SKY786,AC010,AID012,AID014,2023-01-06 19:52:00,2023-01-07 06:52:00,2023-01-06 19:52:00,2023-01-07 06:52:00,0,On-Time
F000037,SKY551,AC005,AID012,AID014,2023-01-06 05:06:00,2023-01-06 07:06:00,2023-01-06 05:36:00,2023-01-06 07:36:00,30,Delayed
F000038,SKY150,AC004,AID002,AID001,2023-01-06 01:01:00,2023-01-06 11:01:00,2023-01-06 01:32:00,2023-01-06 11:32:00,31,Delayed
F000039,SKY766,AC013,AID013,AID001,2023-01-06 01:59:00,2023-01-06 10:59:00,2023-01-06 01:59:00,2023-01-06 10:59:00,0,On-Time
F000040,SKY600,AC006,AID009,AID008,2023-01-06 08:42:00,2023-01-06 12:42:00,2023-01-06 08:42:00,2023-01-06 12:42:00,0,On-Time
F000041,SKY680,AC011,AID001,AID003,2023-01-06 00:55:00,2023-01-06 06:55:00,2023-01-06 00:55:00,2023-01-06 06:55:00,0,On-Time
F000042,SKY159,AC006,AID015,AID013,2023-01-06 05:49:00,2023-01-06 14:49:00,2023-01-06 05:49:00,2023-01-06 14:49:00,0,On-Time
F000043,SKY970,AC003,AID002,AID011,2023-01-07 12:09:00,2023-01-07 16:09:00,2023-01-07 12:09:00,2023-01-07 16:09:00,0,On-Time
F000044,SKY847,AC003,AID007,AID011,2023-01-07 13:14:00,2023-01-08 00:14:00,2023-01-07 13:14:00,2023-01-08 00:14:00,0,On-Time
F000045,SKY374,AC017,AID013,AID007,2023-01-07 22:58:00,2023-01-08 02:58:00,2023-01-07 22:58:00,2023-01-08 02:58:00,0,On-Time
F000046,SKY961,AC009,AID007,AID009,2023-01-07 02:27:00,2023-01-07 09:27:00,2023-01-07 02:27:00,2023-01-07 09:27:00,0,On-Time
F000047,SKY946,AC019,AID002,AID007,2023-01-07 08:50:00,2023-01-07 16:50:00,2023-01-07 08:50:00,2023-01-07 16:50:00,0,On-Time
F000048,SKY252,AC010,AID010,AID014,2023-01-07 00:28:00,2023-01-07 03:28:00,2023-01-07 00:28:00,2023-01-07 03:28:00,0,On-Time
F000049,SKY141,AC011,AID006,AID015,2023-01-07 15:55:00,2023-01-08 02:55:00,2023-01-07 15:55:00,2023-01-08 02:55:00,0,On-Time
F000050,SKY536,AC006,AID001,AID004,2023-01-08 09:14:00,2023-01-08 15:14:00,2023-01-08 10:10:00,2023-01-08 16:10:00,56,Delayed
F000051,SKY929,AC003,AID010,AID006,2023-01-08 04:47:00,2023-01-08 13:47:00,2023-01-08 04:47:00,2023-01-08 13:47:00,0,On-Time
F000052,SKY405,AC001,AID013,AID009,2023-01-08 04:46:00,2023-01-08 10:46:00,2023-01-08 04:46:00,2023-01-08 10:46:00,0,On-Time
F000053,SKY799,AC005,AID011,AID005,2023-01-08 14:09:00,2023-01-08 19:09:00,2023-01-08 14:55:00,2023-01-08 19:55:00,46,Delayed
F000054,SKY697,AC004,AID009,AID001,2023-01-08 15:51:00,2023-01-09 02:51:00,2023-01-08 16:44:00,2023-01-09 03:44:00,53,Delayed
F000055,SKY471,AC013,AID007,AID005,2023-01-08 10:35:00,2023-01-08 17:35:00,2023-01-08 10:35:00,2023-01-08 17:35:00,0,On-Time
F000056,SKY936,AC011,AID011,AID013,2023-01-08 15:59:00,2023-01-08 22:59:00,2023-01-08 15:59:00,2023-01-08 22:59:00,0,On-Time
F000057,SKY807,AC015,AID014,AID002,2023-01-09 16:29:00,2023-01-09 21:29:00,2023-01-09 17:28:00,2023-01-09 22:28:00,59,Delayed
F000058,SKY617,AC016,AID001,AID005,2023-01-09 13:29:00,2023-01-09 23:29:00,2023-01-09 13:55:00,2023-01-09 23:55:00,26,Delayed
F000059,SKY167,AC017,AID003,AID006,2023-01-09 09:02:00,2023-01-09 15:02:00,2023-01-09 09:02:00,2023-01-09 15:02:00,0,On-Time
F000060,SKY756,AC008,AID007,AID003,2023-01-09 10:05:00,2023-01-09 21:05:00,2023-01-09 10:05:00,2023-01-09 21:05:00,0,On-Time
F000061,SKY768,AC001,AID010,AID012,2023-01-09 23:42:00,2023-01-10 07:42:00,2023-01-09 23:42:00,2023-01-10 07:42:00,0,On-Time
F000062,SKY418,AC014,AID012,AID005,2023-01-09 01:11:00,2023-01-09 08:11:00,2023-01-09 01:11:00,2023-01-09 08:11:00,0,On-Time
F000063,SKY127,AC011,AID014,AID009,2023-01-09 22:57:00,2023-01-10 00:57:00,2023-01-09 22:57:00,2023-01-10 00:57:00,0,On-Time
F000064,SKY413,AC001,AID007,AID004,2023-01-10 15:44:00,2023-01-11 03:44:00,2023-01-10 15:44:00,2023-01-11 03:44:00,0,On-Time
F000065,SKY243,AC015,AID010,AID008,2023-01-10 09:37:00,2023-01-10 15:37:00,2023-01-10 09:37:00,2023-01-10 15:37:00,0,On-Time
F000066,SKY729,AC014,AID012,AID010,2023-01-10 04:27:00,2023-01-10 16:27:00,2023-01-10 04:27:00,2023-01-10 16:27:00,0,On-Time
F000067,SKY898,AC002,AID002,AID007,2023-01-10 12:49:00,2023-01-10 23:49:00,2023-01-10 13:01:00,2023-01-11 00:01:00,12,Delayed
F000068,SKY995,AC005,AID008,AID006,2023-01-10 03:34:00,2023-01-10 15:34:00,2023-01-10 03:34:00,2023-01-10 15:34:00,0,On-Time
F000069,SKY244,AC018,AID008,AID015,2023-01-10 08:00:00,2023-01-10 12:00:00,2023-01-10 08:00:00,2023-01-10 12:00:00,0,On-Time
F000070,SKY285,AC004,AID002,AID011,2023-01-10 03:42:00,2023-01-10 09:42:00,2023-01-10 03:42:00,2023-01-10 09:42:00,0,On-Time
F000071,SKY843,AC018,AID012,AID011,2023-01-11 11:54:00,2023-01-11 19:54:00,2023-01-11 12:50:00,2023-01-11 20:50:00,56,Delayed
F000072,SKY643,AC001,AID012,AID004,2023-01-11 20:46:00,2023-01-11 22:46:00,2023-01-11 20:46:00,2023-01-11 22:46:00,0,On-Time
F000073,SKY558,AC012,AID012,AID009,2023-01-11 05:31:00,2023-01-11 13:31:00,2023-01-11 05:31:00,2023-01-11 13:31:00,0,On-Time
F000074,SKY297,AC002,AID011,AID008,2023-01-11 11:45:00,2023-01-11 18:45:00,2023-01-11 11:45:00,2023-01-11 18:45:00,0,On-Time
F000075,SKY865,AC012,AID007,AID003,2023-01-11 14:51:00,2023-01-12 01:51:00,2023-01-11 14:51:00,2023-01-12 01:51:00,0,On-Time
F000076,SKY764,AC012,AID006,AID015,2023-01-11 07:17:00,2023-01-11 17:17:00,2023-01-11 07:17:00,2023-01-11 17:17:00,0,On-Time
F000077,SKY355,AC016,AID012,AID001,2023-01-11 00:25:00,2023-01-11 08:25:00,2023-01-11 00:58:00,2023-01-11 08:58:00,33,Delayed
F000078,SKY945,AC013,AID002,AID012,2023-01-12 20:13:00,2023-01-13 04:13:00,2023-01-12 20:13:00,2023-01-13 04:13:00,0,On-Time
F000079,SKY200,AC008,AID003,AID011,2023-01-12 08:09:00,2023-01-12 14:09:00,2023-01-12 08:09:00,2023-01-12 14:09:00,0,On-Time
F000080,SKY417,AC007,AID008,AID002,2023-01-12 23:42:00,2023-01-13 08:42:00,2023-01-12 23:42:00,2023-01-13 08:42:00,0,On-Time
F000081,SKY937,AC009,AID011,AID015,2023-01-12 07:01:00,2023-01-12 17:01:00,2023-01-12 07:01:00,2023-01-12 17:01:00,0,On-Time
F000082,SKY922,AC014,AID009,AID010,2023-01-12 02:11:00,2023-01-12 12:11:00,2023-01-12 02:29:00,2023-01-12 12:29:00,18,Delayed
F000083,SKY580,AC009,AID014,AID006,2023-01-12 03:51:00,2023-01-12 15:51:00,2023-01-12 03:51:00,2023-01-12 15:51:00,0,On-Time
F000084,SKY407,AC012,AID014,AID007,2023-01-12 13:51:00,2023-01-13 01:51:00,2023-01-12 13:51:00,2023-01-13 01:51:00,0,On-Time
F000085,SKY144,AC016,AID001,AID009,2023-01-13 15:57:00,2023-01-14 00:57:00,2023-01-13 15:57:00,2023-01-14 00:57:00,0,On-Time
F000086,SKY226,AC011,AID010,AID015,2023-01-13 13:11:00,2023-01-13 21:11:00,2023-01-13 13:11:00,2023-01-13 21:11:00,0,On-Time
F000087,SKY697,AC003,AID015,AID004,2023-01-13 14:55:00,2023-01-13 17:55:00,2023-01-13 14:55:00,2023-01-13 17:55:00,0,On-Time
F000088,SKY394,AC004,AID002,AID003,2023-01-13 20:17:00,2023-01-14 01:17:00,2023-01-13 20:17:00,2023-01-14 01:17:00,0,On-Time
F000089,SKY492,AC012,AID009,AID001,2023-01-13 01:56:00,2023-01-13 11:56:00,2023-01-13 01:56:00,2023-01-13 11:56:00,0,On-Time
F000090,SKY106,AC011,AID007,AID015,2023-01-13 16:54:00,2023-01-13 19:54:00,2023-01-13 16:54:00,2023-01-13 19:54:00,0,On-Time
F000091,SKY614,AC001,AID011,AID013,2023-01-13 15:40:00,2023-01-13 17:40:00,2023-01-13 15:40:00,2023-01-13 17:40:00,0,On-Time
F000092,SKY851,AC001,AID015,AID008,2023-01-14 12:34:00,2023-01-14 21:34:00,2023-01-14 12:34:00,2023-01-14 21:34:00,0,On-Time
F000093,SKY232,AC008,AID014,AID013,2023-01-14 07:41:00,2023-01-14 18:41:00,2023-01-14 08:16:00,2023-01-14 19:16:00,35,Delayed
F000094,SKY662,AC010,AID006,AID014,2023-01-14 10:23:00,2023-01-14 13:23:00,2023-01-14 11:12:00,2023-01-14 14:12:00,49,Delayed
F000095,SKY403,AC008,AID011,AID003,2023-01-14 07:50:00,2023-01-14 17:50:00,2023-01-14 08:16:00,2023-01-14 18:16:00,26,Delayed
F000096,SKY929,AC013,AID001,AID002,2023-01-14 01:51:00,2023-01-14 08:51:00,2023-01-14 02:39:00,2023-01-14 09:39:00,48,Delayed
F000097,SKY629,AC008,AID009,AID004,2023-01-14 16:52:00,2023-01-14 21:52:00,2023-01-14 16:52:00,2023-01-14 21:52:00,0,On-Time
F000098,SKY371,AC005,AID003,AID005,2023-01-14 13:32:00,2023-01-14 17:32:00,2023-01-14 13:32:00,2023-01-14 17:32:00,0,On-Time
F000099,SKY173,AC007,AID008,AID010,2023-01-15 09:36:00,2023-01-15 21:36:00,2023-01-15 09:36:00,2023-01-15 21:36:00,0,On-Time
F000100,SKY851,AC014,AID007,AID008,2023-01-15 13:25:00,2023-01-15 23:25:00,2023-01-15 13:25:00,2023-01-15 23:25:00,0,On-Time
F000101,SKY948,AC008,AID002,AID005,2023-01-15 03:05:00,2023-01-15 14:05:00,2023-01-15 03:05:00,2023-01-15 14:05:00,0,On-Time
F000102,SKY123,AC015,AID002,AID008,2023-01-15 05:57:00,2023-01-15 12:57:00,2023-01-15 05:57:00,2023-01-15 12:57:00,0,On-Time
F000103,SKY548,AC003,AID007,AID010,2023-01-15 01:17:00,2023-01-15 05:17:00,2023-01-15 01:17:00,2023-01-15 05:17:00,0,On-Time
F000104,SKY492,AC012,AID014,AID004,2023-01-15 11:42:00,2023-01-15 23:42:00,2023-01-15 11:42:00,2023-01-15 23:42:00,0,On-Time
F000105,SKY330,AC016,AID001,AID005,2023-01-15 08:40:00,2023-01-15 18:40:00,2023-01-15 08:40:00,2023-01-15 18:40:00,0,On-Time
F000106,SKY763,AC012,AID008,AID001,2023-01-16 17:54:00,2023-01-16 21:54:00,2023-01-16 17:54:00,2023-01-16 21:54:00,0,On-Time
F000107,SKY958,AC001,AID004,AID005,2023-01-16 15:01:00,2023-01-17 03:01:00,2023-01-16 15:01:00,2023-01-17 03:01:00,0,On-Time
F000108,SKY502,AC008,AID005,AID013,2023-01-16 19:15:00,2023-01-17 03:15:00,2023-01-16 19:40:00,2023-01-17 03:40:00,25,Delayed
F000109,SKY857,AC015,AID010,AID008,2023-01-16 07:35:00,2023-01-16 16:35:00,2023-01-16 07:53:00,2023-01-16 16:53:00,18,Delayed
F000110,SKY615,AC011,AID014,AID004,2023-01-16 10:14:00,2023-01-16 22:14:00,2023-01-16 10:14:00,2023-01-16 22:14:00,0,On-Time
F000111,SKY323,AC010,AID009,AID007,2023-01-16 08:01:00,2023-01-16 11:01:00,2023-01-16 08:01:00,2023-01-16 11:01:00,0,On-Time
F000112,SKY309,AC015,AID005,AID010,2023-01-16 09:35:00,2023-01-16 12:35:00,2023-01-16 09:35:00,2023-01-16 12:35:00,0,On-Time
F000113,SKY417,AC017,AID007,AID013,2023-01-17 14:14:00,2023-01-18 01:14:00,2023-01-17 14:14:00,2023-01-18 01:14:00,0,On-Time
F000114,SKY675,AC006,AID013,AID014,2023-01-17 14:10:00,2023-01-17 23:10:00,2023-01-17 14:10:00,2023-01-17 23:10:00,0,On-Time
F000115,SKY968,AC003,AID008,AID002,2023-01-17 19:32:00,2023-01-18 00:32:00,2023-01-17 19:32:00,2023-01-18 00:32:00,0,On-Time
F000116,SKY161,AC007,AID012,AID003,2023-01-17 04:32:00,2023-01-17 09:32:00,2023-01-17 04:32:00,2023-01-17 09:32:00,0,On-Time
F000117,SKY956,AC003,AID007,AID013,2023-01-17 00:27:00,2023-01-17 10:27:00,2023-01-17 00:27:00,2023-01-17 10:27:00,0,On-Time
F000118,SKY956,AC012,AID013,AID011,2023-01-17 18:47:00,2023-01-18 05:47:00,2023-01-17 18:47:00,2023-01-18 05:47:00,0,On-Time
F000119,SKY481,AC004,AID015,AID012,2023-01-17 05:46:00,2023-01-17 09:46:00,2023-01-17 05:46:00,2023-01-17 09:46:00,0,On-Time
F000120,SKY573,AC008,AID010,AID001,2023-01-18 00:10:00,2023-01-18 04:10:00,2023-01-18 00:10:00,2023-01-18 04:10:00,0,On-Time
F000121,SKY844,AC017,AID003,AID008,2023-01-18 04:30:00,2023-01-18 10:30:00,2023-01-18 04:30:00,2023-01-18 10:30:00,0,On-Time
F000122,SKY369,AC006,AID008,AID012,2023-01-18 01:40:00,2023-01-18 13:40:00,2023-01-18 02:12:00,2023-01-18 14:12:00,32,Delayed
F000123,SKY418,AC002,AID014,AID010,2023-01-18 09:50:00,2023-01-18 16:50:00,2023-01-18 09:50:00,2023-01-18 16:50:00,0,On-Time
F000124,SKY814,AC003,AID006,AID002,2023-01-18 03:41:00,2023-01-18 08:41:00,2023-01-18 03:41:00,2023-01-18 08:41:00,0,On-Time
F000125,SKY674,AC018,AID001,AID007,2023-01-18 16:40:00,2023-01-19 03:40:00,2023-01-18 16:40:00,2023-01-19 03:40:00,0,On-Time
F000126,SKY936,AC010,AID011,AID006,2023-01-18 07:23:00,2023-01-18 11:23:00,2023-01-18 07:23:00,2023-01-18 11:23:00,0,On-Time
F000127,SKY827,AC011,AID003,AID010,2023-01-19 04:06:00,2023-01-19 07:06:00,2023-01-19 04:06:00,2023-01-19 07:06:00,0,On-Time
F000128,SKY409,AC017,AID009,AID005,2023-01-19 23:36:00,2023-01-20 05:36:00,2023-01-19 23:36:00,2023-01-20 05:36:00,0,On-Time
F000129,SKY412,AC005,AID002,AID007,2023-01-19 20:17:00,2023-01-20 08:17:00,2023-01-19 20:33:00,2023-01-20 08:33:00,16,Delayed
F000130,SKY549,AC015,AID011,AID003,2023-01-19 15:34:00,2023-01-19 18:34:00,2023-01-19 16:00:00,2023-01-19 19:00:00,26,Delayed
F000131,SKY676,AC003,AID013,AID008,2023-01-19 03:15:00,2023-01-19 08:15:00,2023-01-19 03:40:00,2023-01-19 08:40:00,25,Delayed
F000132,SKY820,AC005,AID008,AID009,2023-01-19 17:35:00,2023-01-19 20:35:00,2023-01-19 17:35:00,2023-01-19 20:35:00,0,On-Time
F000133,SKY780,AC015,AID013,AID001,2023-01-19 21:21:00,2023-01-20 09:21:00,2023-01-19 21:48:00,2023-01-20 09:48:00,27,Delayed
F000134,SKY194,AC008,AID007,AID008,2023-01-20 17:19:00,2023-01-20 21:19:00,2023-01-20 17:19:00,2023-01-20 21:19:00,0,On-Time
F000135,SKY644,AC013,AID013,AID007,2023-01-20 21:16:00,2023-01-21 08:16:00,2023-01-20 21:49:00,2023-01-21 08:49:00,33,Delayed
F000136,SKY114,AC009,AID012,AID013,2023-01-20 21:17:00,2023-01-21 09:17:00,2023-01-20 21:17:00,2023-01-21 09:17:00,0,On-Time
F000137,SKY455,AC008,AID005,AID013,2023-01-20 02:22:00,2023-01-20 09:22:00,2023-01-20 02:22:00,2023-01-20 09:22:00,0,On-Time
F000138,SKY939,AC012,AID001,AID006,2023-01-20 23:13:00,2023-01-21 09:13:00,2023-01-20 23:13:00,2023-01-21 09:13:00,0,On-Time
F000139,SKY834,AC014,AID009,AID008,2023-01-20 00:20:00,2023-01-20 05:20:00,2023-01-20 01:04:00,2023-01-20 06:04:00,44,Delayed
F000140,SKY478,AC006,AID009,AID005,2023-01-20 08:59:00,2023-01-20 19:59:00,2023-01-20 08:59:00,2023-01-20 19:59:00,0,On-Time
F000141,SKY935,AC007,AID002,AID004,2023-01-21 13:36:00,2023-01-21 17:36:00,2023-01-21 13:36:00,2023-01-21 17:36:00,0,On-Time
F000142,SKY611,AC002,AID010,AID005,2023-01-21 12:51:00,2023-01-21 20:51:00,2023-01-21 12:51:00,2023-01-21 20:51:00,0,On-Time
F000143,SKY712,AC004,AID005,AID010,2023-01-21 10:50:00,2023-01-21 18:50:00,2023-01-21 10:50:00,2023-01-21 18:50:00,0,On-Time
F000144,SKY441,AC002,AID004,AID002,2023-01-21 07:10:00,2023-01-21 11:10:00,2023-01-21 07:10:00,2023-01-21 11:10:00,0,On-Time
F000145,SKY687,AC006,AID005,AID006,2023-01-21 22:23:00,2023-01-22 10:23:00,2023-01-21 22:43:00,2023-01-22 10:43:00,20,Delayed
F000146,SKY187,AC014,AID010,AID004,2023-01-21 10:37:00,2023-01-21 15:37:00,2023-01-21 11:25:00,2023-01-21 16:25:00,48,Delayed
F000147,SKY421,AC015,AID015,AID011,2023-01-21 05:40:00,2023-01-21 14:40:00,2023-01-21 05:40:00,2023-01-21 14:40:00,0,On-Time
F000148,SKY545,AC002,AID014,AID004,2023-01-22 21:44:00,2023-01-23 07:44:00,2023-01-22 21:44:00,2023-01-23 07:44:00,0,On-Time
F000149,SKY654,AC010,AID009,AID002,2023-01-22 05:08:00,2023-01-22 15:08:00,2023-01-22 05:08:00,2023-01-22 15:08:00,0,On-Time
F000150,SKY276,AC015,AID013,AID014,2023-01-22 10:18:00,2023-01-22 14:18:00,2023-01-22 10:51:00,2023-01-22 14:51:00,33,Delayed
F000151,SKY364,AC001,AID015,AID008,2023-01-22 22:07:00,2023-01-23 02:07:00,2023-01-22 22:07:00,2023-01-23 02:07:00,0,On-Time
F000152,SKY422,AC017,AID011,AID007,2023-01-22 20:48:00,2023-01-23 06:48:00,2023-01-22 21:21:00,2023-01-23 07:21:00,33,Delayed
F000153,SKY863,AC019,AID011,AID008,2023-01-22 06:24:00,2023-01-22 08:24:00,2023-01-22 06:24:00,2023-01-22 08:24:00,0,On-Time
F000154,SKY603,AC003,AID004,AID011,2023-01-22 17:00:00,2023-01-22 19:00:00,2023-01-22 17:00:00,2023-01-22 19:00:00,0,On-Time
F000155,SKY391,AC004,AID009,AID013,2023-01-23 06:13:00,2023-01-23 11:13:00,2023-01-23 06:13:00,2023-01-23 11:13:00,0,On-Time
F000156,SKY605,AC011,AID011,AID007,2023-01-23 16:06:00,2023-01-23 21:06:00,2023-01-23 16:06:00,2023-01-23 21:06:00,0,On-Time
F000157,SKY265,AC013,AID001,AID008,2023-01-23 01:38:00,2023-01-23 08:38:00,2023-01-23 01:38:00,2023-01-23 08:38:00,0,On-Time
F000158,SKY190,AC017,AID010,AID005,2023-01-23 07:58:00,2023-01-23 18:58:00,2023-01-23 07:58:00,2023-01-23 18:58:00,0,On-Time
F000159,SKY952,AC012,AID014,AID010,2023-01-23 01:24:00,2023-01-23 11:24:00,2023-01-23 01:58:00,2023-01-23 11:58:00,34,Delayed
F000160,SKY858,AC016,AID005,AID002,2023-01-23 18:32:00,2023-01-23 23:32:00,2023-01-23 18:32:00,2023-01-23 23:32:00,0,On-Time
F000161,SKY608,AC012,AID009,AID003,2023-01-23 05:07:00,2023-01-23 17:07:00,2023-01-23 05:07:00,2023-01-23 17:07:00,0,On-Time
F000162,SKY671,AC010,AID006,AID014,2023-01-24 13:53:00,2023-01-24 15:53:00,2023-01-24 13:53:00,2023-01-24 15:53:00,0,On-Time
F000163,SKY768,AC019,AID004,AID014,2023-01-24 16:13:00,2023-01-25 03:13:00,2023-01-24 16:13:00,2023-01-25 03:13:00,0,On-Time
F000164,SKY815,AC002,AID001,AID003,2023-01-24 16:39:00,2023-01-24 20:39:00,2023-01-24 16:39:00,2023-01-24 20:39:00,0,On-Time
F000165,SKY567,AC019,AID003,AID015,2023-01-24 11:09:00,2023-01-24 13:09:00,2023-01-24 11:09:00,2023-01-24 13:09:00,0,On-Time
F000166,SKY167,AC004,AID002,AID015,2023-01-24 20:39:00,2023-01-25 06:39:00,2023-01-24 20:39:00,2023-01-25 06:39:00,0,On-Time
F000167,SKY458,AC019,AID007,AID014,2023-01-24 20:59:00,2023-01-24 22:59:00,2023-01-24 20:59:00,2023-01-24 22:59:00,0,On-Time
F000168,SKY402,AC018,AID015,AID001,2023-01-24 15:30:00,2023-01-25 02:30:00,2023-01-24 15:30:00,2023-01-25 02:30:00,0,On-Time
F000169,SKY956,AC002,AID006,AID002,2023-01-25 09:30:00,2023-01-25 13:30:00,2023-01-25 09:30:00,2023-01-25 13:30:00,0,On-Time
F000170,SKY946,AC001,AID014,AID012,2023-01-25 08:25:00,2023-01-25 11:25:00,2023-01-25 08:25:00,2023-01-25 11:25:00,0,On-Time
F000171,SKY463,AC014,AID011,AID002,2023-01-25 22:45:00,2023-01-26 01:45:00,2023-01-25 22:45:00,2023-01-26 01:45:00,0,On-Time
F000172,SKY319,AC003,AID005,AID013,2023-01-25 08:24:00,2023-01-25 15:24:00,2023-01-25 08:24:00,2023-01-25 15:24:00,0,On-Time
F000173,SKY592,AC011,AID001,AID015,2023-01-25 21:35:00,2023-01-26 00:35:00,2023-01-25 21:35:00,2023-01-26 00:35:00,0,On-Time
